year_month,monthly_transaction_volume,monthly_revenue_usd,monthly_new_customers,avg_churn_rate_pct,avg_response_time_ms,avg_uptime_pct,avg_fraud_detection_rate_pct,avg_false_positive_rate_pct
2022-01-01,32032,1602437.74,1552,2.5067741935483867,151.54516129032257,99.41774193548386,86.14741935483872,3.0570967741935484
2022-02-01,29983,1499953.27,1342,2.475,144.93571428571428,99.49357142857143,84.24749999999999,2.962142857142857
2022-03-01,34123,1706871.85,1569,2.43,150.92903225806452,99.50161290322582,85.0425806451613,2.864516129032258
2022-04-01,33241,1662853.36,1541,2.45,148.91333333333333,99.477,84.74733333333333,3.0856666666666666
2022-05-01,33538,1677677.85,1545,2.549032258064516,151.44516129032257,99.47741935483872,84.0583870967742,2.9587096774193546
2022-06-01,31989,1600253.18,1469,2.4686666666666666,149.32000000000002,99.48833333333333,84.08066666666667,3.0103333333333335
2022-07-01,31730,1587294.32,1538,2.5561290322580645,150.7741935483871,99.59193548387097,84.3383870967742,2.9609677419354843
2022-08-01,30566,1529065.45,1559,2.516451612903226,151.11935483870968,99.46032258064515,86.13000000000001,3.0412903225806454
2022-09-01,29212,1461349.41,1512,2.4339999999999997,149.61,99.50033333333334,82.92666666666668,2.9050000000000002
2022-10-01,30407,1521081.37,1559,2.6625806451612903,157.01290322580644,99.44677419354838,86.21387096774194,2.9296774193548383
2022-11-01,29205,1461021.9,1485,2.6093333333333333,150.78333333333333,99.48233333333333,82.95166666666667,3.0266666666666664
2022-12-01,32595,1630539.03,1559,2.4064516129032256,149.2774193548387,99.48096774193547,85.28096774193548,2.920645161290323
2023-01-01,34388,1720195.54,1619,2.394516129032258,148.94516129032257,99.48032258064515,85.81387096774193,2.867096774193548
2023-02-01,32686,1635005.8,1414,2.504642857142857,143.2107142857143,99.4425,85.01928571428572,3.1092857142857144
2023-03-01,37129,1857269.99,1625,2.5216129032258063,151.85806451612905,99.4767741935484,85.07741935483871,2.9783870967741937
2023-04-01,35715,1786497.42,1596,2.5429999999999997,150.82666666666668,99.42633333333333,84.747,2.945
2023-05-01,36443,1822984.26,1601,2.4961290322580645,155.58709677419355,99.49677419354839,86.94032258064516,2.980645161290323
2023-06-01,34000,1700794.6,1584,2.504,155.03,99.50633333333333,85.02166666666668,2.921
2023-07-01,34279,1714890.25,1618,2.4925806451612904,153.5193548387097,99.52354838709678,85.31516129032258,3.1583870967741934
2023-08-01,32668,1634138.09,1623,2.5383870967741933,152.8967741935484,99.50064516129032,84.70870967741935,2.955483870967742
2023-09-01,31456,1573580.78,1512,2.437,148.20333333333335,99.51733333333333,83.34133333333332,3.083666666666667
2023-10-01,32242,1612949.18,1543,2.512258064516129,148.57419354838711,99.53290322580645,83.14935483870968,2.9645161290322584
2023-11-01,31747,1588079.48,1581,2.413,147.6,99.45533333333333,83.91566666666667,3.0883333333333334
2023-12-01,34781,1739824.87,1596,2.5561290322580645,148.90645161290323,99.49161290322581,84.84516129032258,2.9683870967741934
2024-01-01,36560,1828749.55,1600,2.541612903225807,147.9322580645161,99.51161290322581,83.40806451612903,2.9664516129032257
2024-02-01,36005,1801099.09,1499,2.5610344827586204,155.02758620689656,99.48551724137931,84.88068965517242,2.9003448275862067
2024-03-01,39104,1956035.3800000001,1653,2.5283870967741935,154.48387096774192,99.4858064516129,86.39354838709677,3.065483870967742
2024-04-01,38663,1933838.36,1615,2.466666666666667,152.88,99.50033333333334,86.30866666666665,2.9516666666666667
2024-05-01,39205,1961014.97,1640,2.5041935483870965,151.25806451612902,99.55935483870968,85.40870967741935,2.9193548387096775
2024-06-01,36517,1826489.74,1559,2.458666666666667,152.57333333333332,99.47033333333334,83.09066666666668,2.9626666666666663
2024-07-01,35774,1789473.68,1582,2.495483870967742,145.74516129032259,99.4274193548387,86.10967741935484,2.9090322580645163
2024-08-01,34575,1729485.79,1639,2.473225806451613,148.71290322580646,99.5158064516129,85.3141935483871,2.935483870967742
2024-09-01,33855,1693427.64,1578,2.569666666666667,150.26000000000002,99.52,85.37899999999999,2.8393333333333337
